Prosecutor and the Superintendent of Police, with a
view to give the Public Prosecutor a reasonable
opportunity of being heard when the application shall
be finally heard by the Court.

     (1-B) The presence of the applicant seeking
anticipatory bail shall be obligatory at the time of final
hearing of the application and passing of final order by
the Court, if on an application made to it by the Public
Prosecutor, the Court considers such presence
necessary in the interest of justice.

      (2) When the High Court or the Court of Session
makes a direction under sub- section (1), it may
include such conditions in such directions in the light
of the facts of the particular case, as it may thinks fit,
including -

     (i)   a condition that the person shall make
           himself available for interrogation by a
           police officer as and when required;
                                                                     7

           (ii)    a condition that the person shall not,
                   directly    or   indirectly,-    make       any
                   inducement, threat or promise to any
                   person acquainted with the facts of the case
                   so as to dissuade him from disclosing such
                   facts to the Court or to any police officer;

           (iii)   a condition that the person shall not leave
                   India without the previous permission of the
                   Court;

           (iv)    such other condition as may be imposed
                   under sub-section (3) of section 437, as if
                   the bail were granted under that section.

      (3) If such person is thereafter arrested without
      warrant by an officer in charge of a police station on
      such accusation, and is prepared either at the time of
      arrest or at any time while in the custody of such
      officer to give bail, he shall be released on bail, and if a
      Magistrate taking cognizance of such offence decides
      that a warrant should issue in the first instance
      against that person, he shall issue a bailable warrant
      in conformity with the direction of the Court under
      sub-section (1).""

Why was the provision of anticipatory bail             introduced? -
Historical perspective

11.   The Code of Criminal Procedure, 1898 did not contain any

specific provision of anticipatory bail. Under the old Code, there

was a sharp difference of opinion amongst the various High

Courts on the question as to whether the courts had an inherent

power to pass an order of bail in anticipation of arrest, the

preponderance of view being that it did not have such power.
                                                                 8

12.   The Law Commission of India, in its 41st Report dated

September 24, 1969 pointed out the necessity of introducing a

provision in the Code of Criminal Procedure enabling the High

Court and the Court of Sessions to grant ""anticipatory bail"". It

observed in para 39.9 of its report (Volume I) and the same is set

out as under:

      ""The suggestion for directing the release of a person on
      bail prior to his arrest (commonly known as
      ""anticipatory bail"") was carefully considered by us.
      Though there is a conflict of judicial opinion about the
      power of a court to grant anticipatory bail, the
      majority view is that there is no such power under the
      existing provisions of the Code. The necessity for
      granting anticipatory bail arises mainly because
      sometimes influential persons try to implicate their
      rivals in false cases for the purpose of disgracing them
      or for other purposes by getting them detained in jail
      for some days. In recent times, with the accentuation
      of political rivalry, this tendency is showing signs of
      steady increase. Apart from false cases, where there
      are reasonable grounds for holding that a person
      accused of an offence is not likely to abscond, or
      otherwise misuse his liberty while on bail, there seems
      no justification to require him first to submit to
      custody, remain in prison for some days and then
      apply for bail.""

The    Law    commission    recommended      acceptance    of        the

suggestion.

13.   The Law Commission in para 31 of its 48th Report (July,

1972) made the following comments on the aforesaid clause:
                                                                  9

           ""The Bill introduces a provision for the grant of
      anticipatory bail. This is substantially in accordance
      with the recommendation made by the previous
      Commission. We agree that this would be a useful
      addition, though we must add that it is in very
      exceptional cases that such a power should be
      exercised.
            We are further of the view that in order to ensure
      that the provision is not put to abuse at the instance
      of unscrupulous petitioners, the final order should be
      made only after notice to the Public Prosecutor. The
      initial order should only be an interim one. Further,
      the relevant section should make it clear that the
      direction can be issued only for reasons to be
      recorded, and if the court is satisfied that such a
      direction is necessary in the interests of justice.
           It will also be convenient to provide that notice of
      the interim order as well as of the final orders will be
      given to the Superintendent of Police forthwith.""


14.   Police custody is an inevitable concomitant of arrest for

non-bailable offences. The concept of anticipatory bail is that a

person who apprehends his arrest in a non-bailable case can

apply for grant of bail to the Court of Sessions or to the High

Court before the arrest.


Scope and ambit of Section 438 Cr.P.C.

15.   It is apparent from the Statement of Objects and Reasons

for introducing section 438 in the Code of Criminal Procedure,

1973 that it was felt imperative to evolve a device by which an

alleged accused is not compelled to face ignominy and disgrace
                                                            10

at the instance of influential people who try to implicate their

rivals in false cases.


16.   The Code of Criminal Procedure, 1898 did not contain any

specific provision corresponding to the present section 438

Cr.P.C. The only two clear provisions of law by which bail could

be granted were sections 437 and 439 of the Code. Section 438
